	0.4303404	0.1678866	-0.9736684	-4.852987	-0.3434311	0.2486599	0.1349408	-1.237667	0.2618729	0.2811249	-0.2259437	-0.1934299	0.01932741	0.008915912	-1.186801
	0.2921923	0.1753892	-0.7311894	-4.342463	-0.2147501	0.1686457	0.1785186	-0.7411767	0.2967157	0.2244822	-0.1206782	-0.0503438	0.4440437	0.008904932	-0.7411777
	0.4175436	0.1916879	-0.936442	-4.827455	-0.2042977	0.1981489	0.1757427	-1.246421	0.2890658	0.2698897	-0.1861933	-0.1715477	0.03863652	0.06819313	-0.8772689
	0.2198362	0.1738524	-0.6141907	-3.839646	-0.2570088	0.1895598	0.1561871	-1.343859	0.27369	0.2219997	-0.1292422	-0.1567232	0.6822754	0.1428411	-0.844743
	0.2854752	0.173175	-0.8461751	-4.245013	-0.06083452	0.2535941	0.1318372	-1.670521	0.2570364	0.1698773	-0.03479808	-0.2430351	0.2843524	0.05580172	-0.6491967
	0.2588095	0.1835171	-0.5808262	-4.194537	-0.2146103	0.2646336	0.1810517	-0.7342893	0.2677727	0.2437538	-0.1183204	-0.0993869	0.3683909	0.1260786	-1.057077
	0.2733921	0.1694922	-0.7088712	-4.385896	-0.2050609	0.2061475	0.1573276	-1.681052	0.2663199	0.2322543	-0.2774705	-0.1257014	0.3225424	0.1295284	-0.3879961
	0.3827767	0.1852267	-0.8336475	-4.791343	-0.1614922	0.2718497	0.1799505	-1.172729	0.28182	0.2127586	-0.2710507	-0.1260632	-0.1496278	0.1072904	-0.2662155
	0.2462774	0.1725185	-0.4748355	-4.124602	0.002805151	0.2217771	0.1702603	-0.8421344	0.2434982	0.212655	0.07464297	-0.08176321	0.2490678	0.1427861	-0.7426203
	0.2524846	0.177587	-0.6113825	-4.419903	-0.2054822	0.144731	0.167486	-1.639031	0.2740023	0.2175916	-0.2187073	-0.1787273	0.4263025	0.1497899	-0.5874758
	0.3457766	0.1723786	-0.7075183	-4.295666	-0.08527098	0.2664372	0.1648493	-0.8895439	0.250587	0.244656	-0.1125654	-0.1015252	0.04726474	0.05690873	-1.117448
	0.2250521	0.1710315	-0.605145	-4.006842	-0.06371296	0.2492956	0.16499	-0.6923734	0.2578428	0.1978616	-0.100148	-0.1585322	0.3122702	0.1419608	-0.6673253
	0.2193159	0.1867345	0.1867329	-4.764702	-0.09041209	0.1612973	0.1867328	-1.00947	0.186733	0.2179471	-0.2678346	-0.2800192	0.9508606	0.1867329	-0.7644733
	0.2692462	0.1761785	-0.6730953	-4.348204	-0.3006324	0.2209041	0.1677105	-1.536228	0.2519126	0.2682984	-0.1611839	-0.1113085	0.2479737	0.09515266	-0.5447554
	0.5121155	0.2215541	-1.110444	-5.008061	-0.02102379	0.3022663	0.2192553	-1.561085	0.2991722	0.2892053	-0.1422402	0.007087997	-0.495017	0.04784663	-0.7911781
	0.4352727	0.2006626	-0.7180939	-5.026642	-0.1588195	0.319724	0.201485	-1.084274	0.2877258	0.2420572	-0.1579997	0.02634574	-0.2540507	0.02711129	-0.3662328
	0.3020629	0.1752604	-0.5115557	-4.357619	-0.07324522	0.2749104	0.1766884	-1.010231	0.2533273	0.2826601	-0.3405493	-0.03753412	0.04252826	0.1287009	-0.5656168
	0.3297775	0.1775794	-0.8887423	-4.364358	-0.2612369	0.1992047	0.1798727	-1.575067	0.2996528	0.2154359	-0.1632134	-0.07156895	0.3036345	-0.0042134	-0.8457411
	0.305769	0.1857413	-0.7018594	-4.2522	-0.3994526	0.2159451	0.1806427	-1.58477	0.2698655	0.2390951	-0.1904347	-0.1318168	0.4933866	0.08628285	-0.3197066
	0.2554286	0.1804061	0.1803727	-5.105349	-0.03450293	0.230924	0.1803726	-1.071378	0.1803725	0.1987569	-0.2477292	-0.23692	0.7200242	0.1803726	-0.686709
	0.3122601	0.1753927	-0.5458343	-4.844631	-0.05876935	0.2180373	0.167079	-1.979676	0.2500405	0.2393826	-0.1972997	-0.1255017	-0.3368169	0.1188227	-0.6100566
	0.3361274	0.196278	-0.7527138	-4.233224	-0.1289899	0.2331603	0.1877684	-1.252733	0.2869565	0.2098616	-0.08642172	-0.09321432	0.3315461	0.1105535	-0.67768
	0.2741747	0.1708531	-0.488112	-4.210436	-0.1613757	0.246263	0.1676065	-1.56036	0.2454159	0.2328621	-0.2266361	-0.1138592	0.3211797	0.09695448	-0.6284799
	0.2280657	0.185686	-0.5474006	-3.91726	-0.2070763	0.2656154	0.149957	-1.333658	0.2711974	0.2143029	-0.03848913	-0.2112011	0.4151074	0.1400088	-0.3108401
	0.3817982	0.2112555	-0.7392047	-4.18626	-0.1479669	0.2049487	0.1884951	-1.514487	0.3113906	0.3226188	-0.1579283	-0.111956	0.1706113	0.1084671	-0.7303917
	0.2681725	0.1680661	-0.657997	-4.441586	-0.2015075	0.2411832	0.1649219	-0.7836304	0.2546837	0.2652381	-0.1783627	-0.01811447	0.04325557	0.0828593	-0.5094327
	0.2114134	0.1731138	-0.5851436	-3.632184	-0.2107582	0.2167226	0.1709157	-1.530797	0.2839829	0.1987402	-0.232521	-0.06372672	0.8795489	0.1430163	-0.6600624
	0.3071862	0.1815853	-0.6474115	-4.37623	-0.15589	0.2374063	0.1636568	-1.311156	0.2614286	0.2088747	-0.1115884	-0.1341292	0.1741316	0.0626689	-0.7847106
	0.3292881	0.1739211	-0.9400481	-4.746288	-0.316938	0.2382937	0.1557418	-1.533462	0.2468882	0.2345399	-0.06170884	-0.1865616	-0.06002583	0.07900391	-1.185463
	0.3500743	0.3379371	-0.5526405	-4.271859	-0.1973397	0.0704873	0.2616033	-1.68006	0.3665936	0.3360853	-0.06562757	-0.1277293	0.4017768	0.208834	-0.7800375
	0.3084842	0.1818622	-0.6451806	-4.45766	-0.1161309	0.2600691	0.1770074	-0.9026195	0.261488	0.2467713	-0.1450845	-0.1230037	0.02751634	0.09289336	-0.9623856
	0.3163013	0.2607138	-0.7685166	-4.170049	-0.2061018	0.2473569	0.241527	-1.530031	0.3536224	0.3094797	-0.2428894	-0.03920936	0.4627468	0.2242778	-0.5970334
	0.221877	0.1779763	-0.5880896	-4.106916	-0.2081832	0.25321	0.173625	-0.6476546	0.2821998	0.2260928	-0.2028827	-0.1105826	0.5045611	0.1420431	-0.6926888
	0.2177563	0.1783477	0.1783478	-4.262782	-0.133482	0.2140828	0.1814279	-1.052552	0.1783478	0.2973584	-0.3222401	-0.06263067	0.2437264	0.1426908	-0.8977027
	0.3584204	0.1814245	-0.8646594	-4.108087	-0.02194427	0.202029	0.1576825	-0.7165166	0.2618031	0.2252817	0.02742563	-0.1553462	0.1515234	0.05395325	-0.7983857
	0.2409641	0.1795557	0.1795559	-4.109624	-0.005908678	0.2472149	0.185718	-0.5447544	0.1795558	0.2170531	-0.3141096	-0.1782816	0.2820346	0.1762185	-0.6213056
	0.2024968	0.1815993	0.1815994	-4.903824	-0.01653411	0.2792591	0.1815993	-0.4786646	0.1815994	0.1294303	-0.1546449	-0.1914128	0.8601238	0.1815993	-1.086867
	0.2479575	0.1913097	0.1913098	-4.327471	-0.1090812	0.189948	0.1920939	-0.5733689	0.1913098	0.2874413	-0.3331411	-0.2458056	0.177146	0.1879198	-0.7511325
	0.2716127	0.1766582	-0.4699752	-4.185237	-0.05095557	0.1944952	0.1655136	-1.376548	0.2453916	0.3087387	-0.1206708	-0.1098985	0.1578856	0.1359117	-0.6366974
	0.3447374	0.1925225	-0.7072991	-4.381608	-0.2150363	0.316919	0.1861151	-1.363039	0.2834973	0.2264385	-0.20646	-0.134501	0.4199364	0.07666251	-0.7154195
	0.3291227	0.1779807	-0.5939874	-4.323049	-0.1652269	0.2307739	0.1634478	-1.594222	0.2546177	0.2741634	-0.131309	-0.1335213	0.1465348	0.1018521	-0.7809676
	0.3433003	0.1861798	-0.7725098	-4.538658	-0.1622183	0.2716342	0.1744878	-1.002259	0.2727058	0.2550185	-0.1196794	-0.1228172	-0.1723942	0.08632934	-1.01626
	0.2768978	0.1829401	-0.7713554	-4.107966	-0.2181427	0.2390924	0.1698774	-0.5732227	0.27051	0.2135335	-0.02458009	-0.1380117	0.4654544	0.08952408	-0.973043
	0.2754831	0.1931812	-0.4493951	-4.01173	-0.3323617	0.2216957	0.187062	-1.400449	0.2632823	0.2618166	-0.1909272	-0.1326926	0.5221913	0.113778	-0.6165613
	0.202026	0.1735211	-0.6062067	-4.008704	-0.2522373	0.212513	0.1560183	-0.5180343	0.2653483	0.2413569	-0.08007392	-0.1830605	0.4269696	0.1377693	-0.7343211
	0.3059593	0.1808799	-0.6731286	-4.456299	-0.133615	0.221368	0.1815335	-0.881735	0.2576926	0.2667871	-0.09271502	-0.05609753	0.1960771	0.1048745	-0.8044411
	0.2898585	0.1760642	-0.5339619	-4.390985	-0.07633546	0.2155278	0.1764963	-1.850572	0.2493972	0.2630409	-0.06827005	-0.07133675	0.1508324	0.08831562	-0.5206452
	0.2782531	0.1825253	-0.5498651	-4.275915	-0.1925543	0.2187843	0.1769165	-1.691949	0.2378613	0.2153328	0.06578445	-0.1387017	0.3723729	0.05031632	-0.8878396
	0.35028	0.2415191	-0.4854751	-4.415259	-0.1315897	0.1318788	0.2341134	-1.416223	0.3081695	0.2813425	-0.1428898	-0.04263205	0.417312	0.1541536	-0.8335771
	0.2168922	0.1828035	0.1828037	-4.314039	-0.1053023	0.2154342	0.1767206	-1.028772	0.2142702	0.2641223	-0.3050153	-0.2198855	0.1242032	0.1828035	-0.8165141
	0.2746944	0.1733484	-0.6168689	-4.13701	-0.2690233	0.2440136	0.1684968	-1.692301	0.2583748	0.2481067	-0.102052	-0.139544	0.5622669	0.04422993	-0.5908599
	0.2300372	0.1840715	0.1840716	-4.059959	-0.1264711	0.2415103	0.1840249	-0.3158277	0.1840715	0.2043922	-0.2272619	-0.2072703	0.7514885	0.1840715	-0.4492755
	0.2085942	0.1766626	-0.5365737	-4.171631	-0.2034571	0.1879346	0.1520758	-1.461049	0.2610089	0.2220489	-0.225857	-0.1916771	0.5520678	0.1689096	-0.4679157
	0.2313945	0.178467	-0.7641626	-4.320771	-0.229775	0.2124703	0.1595816	-1.38922	0.2948925	0.1511166	-0.1133744	-0.1501316	0.3813175	0.1219654	-0.6832005
	0.3667932	0.218944	-0.7408125	-4.571557	-0.1057154	0.3135609	0.1806868	-1.117602	0.2864187	0.2749496	-0.01224757	-0.1494723	-0.09870696	0.1408686	-0.6237266
	0.2980179	0.17721	-0.8707358	-4.327263	-0.2059598	0.192575	0.1532852	-0.7571864	0.2759111	0.2071596	-0.1076346	-0.2021632	0.2284423	0.08950073	-0.7894755
	0.2968574	0.1842653	0.1842654	-4.610293	-0.0831914	0.2879233	0.1852503	-1.413441	0.1842653	0.266526	-0.4288889	-0.2893949	-0.1297564	0.149929	-1.140032
	0.212696	0.1758355	0.1758337	-3.991993	-0.05806895	0.2286158	0.1786692	-0.7816337	0.1758338	0.1577707	-0.2069417	-0.2603001	0.8519676	0.1758337	-0.5518378
	0.4564685	0.4033527	-0.7011985	-4.524289	0.1089559	0.2514773	0.3149491	-1.552523	0.4420694	0.1870332	-0.1416127	-0.03155685	0.0787819	0.2444626	-0.7892738
	0.3075192	0.302476	-0.6118509	-4.122409	-0.4400096	0.3050328	0.2387204	-1.173378	0.3685705	0.2824681	-0.1340703	-0.1281629	0.6461373	0.2474721	-0.8929932
	0.3195371	0.1692364	-0.7846717	-4.721992	-0.04947641	0.2521823	0.1707449	-1.6273	0.2570577	0.1963541	-0.1607424	-0.0005976871	-0.1593549	0.04427711	-0.7567431
	0.2863643	0.1780812	-0.6806782	-4.351559	-0.2369857	0.2518749	0.1659543	-1.54271	0.2562086	0.2750696	-0.106019	-0.1105337	0.09264817	0.09750623	-0.7653997
	0.3167395	0.2537135	-0.5899168	-4.217378	-0.5643865	0.2733645	0.2410368	-1.392616	0.3348339	0.2825548	-0.07603088	-0.07347886	0.3946021	0.1655005	-0.5606939
	0.2981729	0.2797217	-0.3451902	-3.893035	-0.5954486	0.262934	0.260682	-1.510775	0.3278443	0.3133041	-0.07571625	-0.03557413	0.634635	0.1713921	-0.5678537
